campaign,mfr_recall_no,population,component_name,component_desc,part_number,supplier_name,supplier_country,defect_cause,fmvss,remedy_type,corrected_in_production,chronology_attached,chronology_note,chronology_url,pdf_url,affected_models,supplier_canonical,supplier_group
24V879000,271,226118,UNIT ASSY REAR VIEW CAMERA,REAR VIEW CAMERA (Elantra models),99240-AA200,Hyundai Mobis,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Santa Fe, Santa Fe HEV, Elantra, Elantra HEV and 2022 Elantra N and Santa Fe PHEV vehicles.  Due to a damaged printed circuit board, the rearview camera image may fail to display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",111,"Dealers will replace the rearview camera, free of charge.  Owner notification letters were mailed January 14, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 271.",The new camera was implemented as a production running change in April 2022.,True,Please see attached.,,https://static.nhtsa.gov/odi/rcl/2024/RCLRPT-24V879-3883.PDF,ELANTRA 2021; ELANTRA 2022; ELANTRA HYBRID 2021; ELANTRA HYBRID 2022; ELANTRA N 2022; SANTA FE 2021; SANTA FE 2022; SANTA FE HYBRID 2021; SANTA FE HYBRID 2022; SANTA FE PLUG-IN HYBRID 2022,Hyundai Mobis,Hyundai Mobis
24V879000,271,226118,UNIT ASSY REAR VIEW CAMERA,REAR VIEW CAMERA (Santa Fe models),99240-S1500,Hyundai Mobis,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Santa Fe, Santa Fe HEV, Elantra, Elantra HEV and 2022 Elantra N and Santa Fe PHEV vehicles.  Due to a damaged printed circuit board, the rearview camera image may fail to display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",111,"Dealers will replace the rearview camera, free of charge.  Owner notification letters were mailed January 14, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 271.",The new camera was implemented as a production running change in April 2022.,True,Please see attached.,,https://static.nhtsa.gov/odi/rcl/2024/RCLRPT-24V879-3883.PDF,ELANTRA 2021; ELANTRA 2022; ELANTRA HYBRID 2021; ELANTRA HYBRID 2022; ELANTRA N 2022; SANTA FE 2021; SANTA FE 2022; SANTA FE HYBRID 2021; SANTA FE HYBRID 2022; SANTA FE PLUG-IN HYBRID 2022,Hyundai Mobis,Hyundai Mobis
25V006000,SC331,74469,UNIT ASSY-BDC,Body Domain Control Unit Assembly,954C0-P4140,Hyundai Mobis,"Korea, Republic of","Kia America, Inc. (Kia) is recalling certain 2024-2025 Sorento, 2025 Sorento Hybrid, and 2025 Sorento Plug-In Hybrid vehicles.  A software error in the Body Domain Control Unit (BDC) may cause a loss of low beam headlights and taillights.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment."" ",108,"Dealers will update the BDC software, free of charge.  Owner notification letters were mailed February 21, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC331. ","Sorento vehicles produced beginning on 9/19/2024, Sorento Hybrid vehicles produced beginning on 7/19/2024, and Sorento Plug-in Hybrid vehicles produced beginning on 6/20/2024 are equipped with Body Domain Control Units that contain improved software.",True,See attached document titled “2024-2025MY Sorento & 2025MY Sorento Hybrid & Plug-in Hybrid Exterior Lamps Chronology”.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V006-1666.PDF,SORENTO 2024; SORENTO 2025; SORENTO HYBRID 2025; SORENTO PHEV 2025,Hyundai Mobis,Hyundai Mobis
25V006000,SC331,74469,UNIT ASSY-BDC,Body Domain Control Unit Assembly,954C0-P4740,Hyundai Mobis,"Korea, Republic of","Kia America, Inc. (Kia) is recalling certain 2024-2025 Sorento, 2025 Sorento Hybrid, and 2025 Sorento Plug-In Hybrid vehicles.  A software error in the Body Domain Control Unit (BDC) may cause a loss of low beam headlights and taillights.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment."" ",108,"Dealers will update the BDC software, free of charge.  Owner notification letters were mailed February 21, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC331. ","Sorento vehicles produced beginning on 9/19/2024, Sorento Hybrid vehicles produced beginning on 7/19/2024, and Sorento Plug-in Hybrid vehicles produced beginning on 6/20/2024 are equipped with Body Domain Control Units that contain improved software.",True,See attached document titled “2024-2025MY Sorento & 2025MY Sorento Hybrid & Plug-in Hybrid Exterior Lamps Chronology”.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V006-1666.PDF,SORENTO 2024; SORENTO 2025; SORENTO HYBRID 2025; SORENTO PHEV 2025,Hyundai Mobis,Hyundai Mobis
25V006000,SC331,74469,UNIT ASSY-BDC,Body Domain Control Unit Assembly,954C0-R5140,Hyundai Mobis,"Korea, Republic of","Kia America, Inc. (Kia) is recalling certain 2024-2025 Sorento, 2025 Sorento Hybrid, and 2025 Sorento Plug-In Hybrid vehicles.  A software error in the Body Domain Control Unit (BDC) may cause a loss of low beam headlights and taillights.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) 108, ""Lamps, Reflective Devices, and Associated Equipment."" ",108,"Dealers will update the BDC software, free of charge.  Owner notification letters were mailed February 21, 2025.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC331. ","Sorento vehicles produced beginning on 9/19/2024, Sorento Hybrid vehicles produced beginning on 7/19/2024, and Sorento Plug-in Hybrid vehicles produced beginning on 6/20/2024 are equipped with Body Domain Control Units that contain improved software.",True,See attached document titled “2024-2025MY Sorento & 2025MY Sorento Hybrid & Plug-in Hybrid Exterior Lamps Chronology”.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V006-1666.PDF,SORENTO 2024; SORENTO 2025; SORENTO HYBRID 2025; SORENTO PHEV 2025,Hyundai Mobis,Hyundai Mobis
25V064000,274,33,Floor Wiring Harness,Floor Wiring Harness(IONIQ 5 specification),91500-PI080,Kyungshin America Corp.,United States,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 EV vehicles.  The rear floor wiring harness may contain an open circuit, which can result in the rear side air bag not deploying as intended.",,"Dealers will inspect and replace the rear floor wiring harness, as necessary, free of charge.  Owner notification letters were mailed March 12, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 274.","Sorting and inspection record management processes were implemented in supplier production on January 7, 2025. Additionally, end-of-line inspection frequency was increased on January 9, 2025.",False,Please see Attachment A for the requested chronology.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V064-6228.PDF,IONIQ 5 2025,Kyungshin America Corp.,Kyungshin
25V064000,274,33,Floor Wiring Harness,Floor Wiring Harness(IONIQ 5 specification),91500-PI180,Kyungshin America Corp.,United States,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 EV vehicles.  The rear floor wiring harness may contain an open circuit, which can result in the rear side air bag not deploying as intended.",,"Dealers will inspect and replace the rear floor wiring harness, as necessary, free of charge.  Owner notification letters were mailed March 12, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 274.","Sorting and inspection record management processes were implemented in supplier production on January 7, 2025. Additionally, end-of-line inspection frequency was increased on January 9, 2025.",False,Please see Attachment A for the requested chronology.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V064-6228.PDF,IONIQ 5 2025,Kyungshin America Corp.,Kyungshin
25V064000,274,33,Floor Wiring Harness,Floor Wiring Harness(IONIQ 5 specification),91500-PI300,Kyungshin America Corp.,United States,"Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 EV vehicles.  The rear floor wiring harness may contain an open circuit, which can result in the rear side air bag not deploying as intended.",,"Dealers will inspect and replace the rear floor wiring harness, as necessary, free of charge.  Owner notification letters were mailed March 12, 2025.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 274.","Sorting and inspection record management processes were implemented in supplier production on January 7, 2025. Additionally, end-of-line inspection frequency was increased on January 9, 2025.",False,Please see Attachment A for the requested chronology.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V064-6228.PDF,IONIQ 5 2025,Kyungshin America Corp.,Kyungshin
25V065000,275,1587,Integrated Electrical Booster,IEB Integrated Electrical Booster (IONIQ 5 N specification),58520-NI000,Hyundai MOBIS,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai IONIQ 5 ""N"" vehicles equipped with a left-foot braking (LFB) feature.  The integrated electronic brake (IEB) and vehicle control unit (VCU) software may cause reduced braking performance when LFB is activated. ",,"Owners who have not received the recall remedy are advised not to use the LFB feature until the updated remedy has been performed.  Additionally, owners who have received the recall remedy are advised not to use the 'N' E-shift feature until the updated remedy has been performed.  Dealers will update the IEB and VCU software, free of charge.  Owner notification letters were mailed March 12, 2025.  This recall is replaced by NHTSA recall number 25V-235.  Vehicles already repaired under this recall will need to have the new remedy completed. Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 275.","The improved software was implemented as a production running change on January 15, 2025.",False,Please see Attachment A for the requested chronology.,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V065-7951.PDF,IONIQ 5 2025,Hyundai Mobis,Hyundai Mobis
25V115000,SC337,342,"MOTOR-GEAR DRIVE UNIT ASSY, RR",Rear Gear Drive Unit Assembly,44000-18MD2,Mobis N. America Electrified Powertrain,United States,"Kia America, Inc. (Kia) is recalling certain 2025 EV9 vehicles.  The rear gear drive unit (GDU) motor shaft may have been improperly welded and become damaged, causing a loss of drive power. ",,"Dealers will replace the rear GDU, free of charge.  Owner notification letters were mailed March 7, 2025.  Owners may contact Kia customer service at 800-333-4542.  Kia's number for this recall is SC337. ","The recall scope was determined via VIN traceability of supplier and Kia vehicle production records. All EV9 vehicles produced at Kia Georgia beginning on December 20, 2024 are equipped with a rear GDU with a properly welded motor shaft.",True,See attached document titled “2025MY EV9 Rear Gear Drive Unit (GDU) Chronology”,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V115-9859.PDF,EV9 2025,Mobis North America Electrified Powertrain (MNAe),Hyundai Mobis
25V235000,277,1589,Vehicle Control Unit,VCU Vehicle Control Unit (IONIQ 5 N specification),39751-1XPN1,Hyundai MOBIS,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai IONIQ 5 ""N"" vehicles equipped with left-foot braking (LFB) and N e-shift features.  The integrated electronic brake (IEB) and vehicle control unit (VCU) software may cause reduced braking performance when LFB is activated.  Additionally, the vehicle may continue to accelerate after the pedal is released and the vehicle's N e-shift feature is engaged.",,"Owners are advised not to use the LFB or N e-Shift features until the remedy has been performed.  The IEB and VCU software will be updated over-the-air (OTA) or by a dealer, free of charge.  Owner notification letters were mailed April 25, 2025.  This recall replaces NHTSA recall number 25V-065.  Vehicles repaired under the previous recall will need to have the new remedy completed.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 277.","The improved software was implemented as a production running change April 2, 2025.",False,Please see Attachment A for the requested chronology. Page 3,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V235-2216.PDF,IONIQ 5 2025,Hyundai Mobis,Hyundai Mobis
25V235000,277,1589,Integrated Electrical Booster,IEB Integrated Electrical Booster (IONIQ 5 N specification),58520-NI000,Hyundai MOBIS,"Korea, Republic of","Hyundai Motor America (Hyundai) is recalling certain 2025 Hyundai IONIQ 5 ""N"" vehicles equipped with left-foot braking (LFB) and N e-shift features.  The integrated electronic brake (IEB) and vehicle control unit (VCU) software may cause reduced braking performance when LFB is activated.  Additionally, the vehicle may continue to accelerate after the pedal is released and the vehicle's N e-shift feature is engaged.",,"Owners are advised not to use the LFB or N e-Shift features until the remedy has been performed.  The IEB and VCU software will be updated over-the-air (OTA) or by a dealer, free of charge.  Owner notification letters were mailed April 25, 2025.  This recall replaces NHTSA recall number 25V-065.  Vehicles repaired under the previous recall will need to have the new remedy completed.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 277.","The improved software was implemented as a production running change April 2, 2025.",False,Please see Attachment A for the requested chronology. Page 3,,https://static.nhtsa.gov/odi/rcl/2025/RCLRPT-25V235-2216.PDF,IONIQ 5 2025,Hyundai Mobis,Hyundai Mobis
